id_pedido,fecha_hora,categoria,producto,cantidad,precio_unitario,descuento_unitario,monto_total,canal_venta,metodo_pago,calificacion,descuento_unitario_propuesto,cantidad_proyectada,monto_total_proyectado,incremento_monto
ORD-1482,2026-05-19 13:10:00,Clásicas,Hamburguesa Clásica,5,18.0,0.0,90.0,Web Directa,Tarjeta de Débito,3,1.8,5.0,81.0,-9.0
ORD-1483,2026-06-27 15:40:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Presencial,Yape/Plin,4,4.28,1.0,24.22,-4.28
ORD-1484,2026-05-01 12:55:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Delivery App,Tarjeta de Débito,4,2.4,1.0,21.6,-2.4
ORD-1485,2026-07-08 22:02:00,Especiales,Hamburguesa La Churrita,2,28.5,0.0,57.0,Delivery App,Tarjeta de Débito,5,4.28,2.0,48.44,-8.56
ORD-1486,2026-05-04 17:58:00,Gourmet,Hamburguesa huachana,2,32.0,0.0,64.0,Presencial,Tarjeta de Crédito,4,4.8,2.0,54.4,-9.6
ORD-1487,2026-05-16 18:27:00,Clásicas,Hamburguesa Clásica,1,18.0,3.6,14.4,Presencial,Efectivo,4,3.6,1.0,14.4,0.0
ORD-1488,2026-05-24 12:28:00,Clásicas,Cheeseburger Doble,2,24.0,3.6,40.8,Delivery App,Tarjeta de Crédito,5,3.6,2.0,40.8,0.0
ORD-1489,2026-07-19 19:08:00,Clásicas,Hamburguesa Clásica,2,18.0,0.0,36.0,Web Directa,Efectivo,4,1.8,2.0,32.4,-3.6
ORD-1490,2026-05-02 13:02:00,Clásicas,Hamburguesa Clásica,1,18.0,0.0,18.0,Presencial,Yape/Plin,5,1.8,1.0,16.2,-1.8
ORD-1491,2026-07-31 20:24:00,Clásicas,Cheeseburger Doble,3,24.0,3.6,61.2,Delivery App,Tarjeta de Crédito,3,3.6,3.0,61.2,0.0
ORD-1492,2026-06-01 13:33:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Para Llevar,Tarjeta de Débito,5,2.4,1.0,21.6,-2.4
ORD-1493,2026-07-30 13:11:00,Especiales,Hamburguesa Extrema,1,36.0,0.0,36.0,Web Directa,Yape/Plin,1,5.4,1.0,30.6,-5.4
ORD-1494,2026-07-23 11:41:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Presencial,Tarjeta de Débito,5,2.4,1.0,21.6,-2.4
ORD-1495,2026-05-24 16:08:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Delivery App,Efectivo,4,2.4,1.0,21.6,-2.4
ORD-1496,2026-05-12 17:14:00,Especiales,Hamburguesa La Churrita,3,28.5,0.0,85.5,Presencial,Efectivo,4,4.28,4.0,96.88,11.38
ORD-1497,2026-06-19 12:39:00,Clásicas,Hamburguesa Clásica,1,18.0,0.0,18.0,Para Llevar,Tarjeta de Débito,4,1.8,1.0,16.2,-1.8
ORD-1498,2026-06-04 19:24:00,Especiales,Hamburguesa Extrema,1,36.0,0.0,36.0,Delivery App,Tarjeta de Débito,5,5.4,1.0,30.6,-5.4
ORD-1499,2026-06-02 16:04:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Presencial,Efectivo,5,4.28,1.0,24.22,-4.28
